OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS,SHAPE
3455614,04092013128,El Rodeo Restaurant,329 S BLOUNT ST,,RALEIGH,NC,27601-1803,(919) 829-0777,2000/03/22 04:00:00+00,Restaurant,5619,-78.63625114,35.77567633,M,
3455615,04092013163,Divots Grill,180 JAKE MAY DR,,WENDELL,NC,27591-9589,(919) 365-7337,2000/06/09 04:00:00+00,Restaurant,5647,-78.38670679,35.77109583,M,
3455616,04092011117,Royal India Restaurant,3901-103 Capital BLVD,,RALEIGH,NC,27604,(919) 981-0849,1992/07/27 04:00:00+00,Restaurant,5656,-78.58517482,35.8349864,M,
3455617,04092110122,Centennial Campus Middle Sch. Cafeteria,1900 MAIN CAMPUS DR ,,RALEIGH,NC,27606-3700,(919) 233-4217 ext. 21739,2000/07/21 04:00:00+00,Public School Lunchrooms,5696,-78.67973754,35.762815,M,
3455618,04092110121,Yates Mill Elem. Sch. Cafet.,5993 YATES MILL POND RD,,RALEIGH,NC,27606-8930,(919) 233-4244 ext. 20912,2000/06/27 04:00:00+00,Public School Lunchrooms,5677,-78.72960703,35.73779694,M,
3455619,04092013187,El Dorado Restaurant,1303 5TH AVE,,GARNER,NC,27529-3637,(919) 779-1411,2000/08/09 04:00:00+00,Restaurant,5702,-78.62278807,35.70820461,M,
3455620,04092050018,Cardinal Gibbons School Cafeteria,1401 EDWARDS MILL RD,,RALEIGH,NC,27607-3616,(919) 834-1625,2000/08/11 04:00:00+00,Private School Lunchrooms,5705,-78.72901378,35.80260475,M,
3455621,04092013193,Bella Monica,3121-103 EDWARDS MILL RD ,,RALEIGH,NC,27612-5369,(919) 881-9778,2000/08/02 04:00:00+00,Restaurant,5712,-78.70695545,35.82544758,M,
3455622,04092020959,Food Lion #1459 Deli,1508 BROAD ST ,,FUQUAY VARINA,NC,27526-8363,(919) 577-1000,2000/07/01 04:00:00+00,Food Stand,5727,-78.80247593,35.60486538,M,
3455623,04092300142,Food Lion #1459 Meat Market,1508 BROAD ST ,,FUQUAY VARINA,NC,27526-8363,(919) 577-1000,2000/07/01 04:00:00+00,Meat Market,5728,-78.80247593,35.60486538,M,
3455624,04092300143,Food Lion #938 Meat Market,517 N MAIN ST,,HOLLY SPRINGS,NC,27540-9397,(919) 557-1175,2000/07/01 04:00:00+00,Meat Market,5729,-78.83686967,35.65965929,M,
3455625,04092020976,Food Lion #1654 Deli,7440 Louisburg Rd,,RALEIGH,NC,27616-6482,(919) 875-1394,2000/07/01 04:00:00+00,Food Stand,5731,-78.53977075,35.87454257,M,
3455626,04092020974,Food Lion #247 Deli,4510 Capital Blv ,,RALEIGH,NC,27604-4353,(919) 876-8126,2000/07/01 04:00:00+00,Food Stand,5733,-78.57896431,35.84571465,M,
3455627,04092020973,Food Lion #1079 Deli,5621 Louisburg Rd,,RALEIGH,NC,27616-5353,(919) 981-0402,2000/07/01 04:00:00+00,Food Stand,5734,-78.55796941,35.85459908,M,
3455628,04092020969,Food Lion #40 Deli ,980 KILDAIRE FARM RD ,,CARY,NC,27511-3923,(919) 467-4168,2000/07/01 04:00:00+00,Food Stand,5738,-78.78312285,35.77217517,M,
3455629,04092020967,Food Lion #1374 Deli ,9525 STRICKLAND RD ,,RALEIGH,NC,27615-1936,(919) 676-0141,2000/07/01 04:00:00+00,Food Stand,5740,-78.65461063,35.89932731,M,
3455630,04092020964,Food Lion #1481 Deli ,7713 LEAD MINE RD ,,RALEIGH,NC,27615-4805,(919) 518-1607,2000/07/01 04:00:00+00,Food Stand,5743,-78.65972363,35.88689898,M,
3455631,04092020965,Food Lion #1557 Deli/Bakery ,4827 Grove Barton Rd ,,RALEIGH,NC,27613,(919) 781-4437,2000/07/01 04:00:00+00,Food Stand,5742,-78.71866353,35.86919666,M,
3455632,04092020961,Food Lion #1484 Deli ,2420 WYCLIFF RD ,,RALEIGH,NC,27607-2903,(919) 571-3638,2000/07/01 04:00:00+00,Food Stand,5746,-78.69299571,35.81676957,M,
3455633,04092020992,Food Lion #1454 Deli,3415 Avent Ferry Rd,,RALEIGH,NC,27607,(919) 858-9772,2000/07/01 04:00:00+00,Food Stand,5747,-78.69720796,35.76626192,M,
3455634,04092020989,Food Lion #1573 Deli,3926 WESTERN Blv ,,RALEIGH,NC,27606-1937,(919) 664-8059,2000/07/01 04:00:00+00,Food Stand,5750,-78.69252396,35.78575692,M,
3455635,04092020986,Food Lion #561 Deli,217 TIMBER DR,,GARNER,NC,27529-4870,(919) 779-5551,2000/07/01 04:00:00+00,Food Stand,5753,-78.60613274,35.68500311,M,
3455636,04092020984,Food Lion #669 Deli,405 S Main St,,ROLESVILLE,NC,27571-9664,(919) 554-4018,2000/07/01 04:00:00+00,Food Stand,5755,-78.46472902,35.91731905,M,
3455637,04092020982,Food Lion #815 Deli ,2837 WENDELL Blv ,,WENDELL,NC,27591-6904,(919) 365-3002,2000/07/01 04:00:00+00,Food Stand,5757,-78.38037272,35.79568491,M,
3455638,04092020980,Food Lion #1669 Deli ,1601 CROSS LINK RD,,RALEIGH,NC,27610-4186,(919) 633-8250,2000/03/15 04:00:00+00,Food Stand,5759,-78.6148089,35.7548246,M,
3455639,04092020979,Food Lion #1259 Deli,3685 NEW BERN AVE,,RALEIGH,NC,27610-1232,(919) 231-7294,2000/07/01 04:00:00+00,Food Stand,5760,-78.5792389,35.79885066,M,
3455640,04092020978,Food Lion #586 Deli,3416 POOLE RD ,,RALEIGH,NC,27610-2918,(919) 231-6202,2000/07/01 04:00:00+00,Food Stand,5761,-78.57953442,35.76724484,M,
3455641,04092020977,Food Lion #757 Deli,1100-122 Raleigh BLVD ,,RALEIGH,NC,27610-1076,(919) 829-7077,2000/07/01 04:00:00+00,Food Stand,5762,-78.61144573,35.79422483,M,
3455642,04092110123,Salem Elementary Sch. Cafeteria,6116 OLD JENKS RD ,,APEX,NC,27523-8242,(919) 363-2970,2000/08/18 04:00:00+00,Public School Lunchrooms,5764,-78.8500399,35.75603018,M,
3455643,04092021036,Food Lion #536 Deli ,9101 LEESVILLE RD ,,RALEIGH,NC,27613-4091,(919) 848-6082,2000/09/22 04:00:00+00,Food Stand,5773,-78.72548111,35.89676189,M,
3455644,04092110124,Middle Creek Elem. Sch. Cafeteria,110 MIDDLE CREEK PARK AVE ,,APEX,NC,27539-7982,(919) 773-9570,2000/08/23 04:00:00+00,Public School Lunchrooms,5767,-78.75946645,35.67025003,M,
3455645,04092013208,Starbucks Coffee #08373,609 Peace St ,,RALEIGH,NC,27605,(919) 754-9007,2000/09/26 04:00:00+00,Restaurant,5774,-78.64795656,35.78835767,M,
3455646,04092021005,Food Lion #1589 Deli ,3417 N MAIN ST,,FUQUAY VARINA,NC,27526-7257,(919) 557-0555,2000/07/01 04:00:00+00,Food Stand,5782,-78.72588545,35.62516146,M,
3455647,04092021003,Food Lion #434 Deli,1338 N MAIN ST ,,FUQUAY VARINA,NC,27526-2617,(919) 552-1388,2000/07/01 04:00:00+00,Food Stand,5784,-78.77764161,35.59047463,M,
3455648,04092021004,Food Lion #938 Deli ,517 N MAIN ST ,,HOLLY SPRINGS,NC,27540-9397,(919) 557-1175,2000/07/01 04:00:00+00,Food Stand,5783,-78.83686967,35.65965929,M,
3455649,04092021001,Food Lion #649 Deli ,2720 LAKE WHEELER RD ,,RALEIGH,NC,27603-5861,(919) 755-3856,2000/07/01 04:00:00+00,Food Stand,5786,-78.68034205,35.74406085,M,
3455650,04092020999,Food Lion #1496 Deli ,1777 W Williams ST ,,APEX,NC,27502,(919) 392-1986,2000/12/31 05:00:00+00,Food Stand,5788,-78.87770732,35.75964659,M,
3455651,04092020997,Food Lion #996 Deli,7971 FAYETTEVILLE RD ,,RALEIGH,NC,27603-5631,(919) 772-0317,2000/07/01 04:00:00+00,Food Stand,5790,-78.6974243,35.66508436,M,
3455652,04092020998,Food Lion #816 Deli,2861 JONES FRANKLIN RD ,,RALEIGH,NC,27606-4346,(919) 233-9708,2000/07/01 04:00:00+00,Food Stand,5789,-78.7377362,35.74360868,M,
3455653,04092020996,Food Lion #723 Deli ,7053 KNIGHTDALE BLVD ,,KNIGHTDALE,NC,27545-8800,(919) 266-5164,2000/07/01 04:00:00+00,Food Stand,5791,-78.49003668,35.79982416,M,
3455654,04092020995,Food Lion #572 Deli,8320-120 LITCHFORD RD ,,RALEIGH,NC,27615-2464,(919) 790-8146,2000/07/01 04:00:00+00,Food Stand,5792,-78.59988047,35.89223606,M,
3455655,04092020993,Food Lion #1491 Deli,3151-113 Capital Blv ,,RALEIGH,NC,27604-3335,(919) 790-6728,2000/07/01 04:00:00+00,Food Stand,5794,-78.59044224,35.82314249,M,
3455656,04092021013,Food Lion #624 Deli ,2458 SW CARY PKY ,,CARY,NC,27513-5318,(919) 481-1822,2000/07/01 04:00:00+00,Food Stand,5799,-78.82085568,35.76364284,M,
3455657,04092300184,Food Lion #1358 Meat Market,1121 FALLS RIVER AVE ,,RALEIGH,NC,27614-6731,(919) 847-1640,2000/07/01 04:00:00+00,Meat Market,5796,-78.58941115,35.90603231,M,
3455658,04092021011,Food Lion #90 Deli,4317 FALLS OF NEUSE RD,,RALEIGH,NC,27609-6283,(919) 872-5376,2000/07/01 04:00:00+00,Food Stand,5801,-78.61339405,35.84096299,M,
3455659,04092021010,Food Lion #1482 Deli,5426 SIX FORKS RD,,RALEIGH,NC,27609-4436,(919) 676-3386,2000/07/01 04:00:00+00,Food Stand,5802,-78.64059755,35.85499399,M,
3455660,04092013210,Salsa Fresh Restaurant,9650 STRICKLAND RD ,,RALEIGH,NC,27615-1902,(919) 870-1107,2000/09/25 04:00:00+00,Restaurant,5821,-78.65622554,35.90356681,M,
3455661,04092021009,Food Lion #1482 Meat Market,5426 SIX FORKS RD,,RALEIGH,NC,27609-4436,(919) 676-3386,2000/07/01 04:00:00+00,Food Stand,5803,-78.64059755,35.85499399,M,
3455662,04092300146,Food Lion #193 Meat Market,5633 CREEDMOOR RD,,RALEIGH,NC,27612-6316,(919) 781-0597,2000/07/01 04:00:00+00,Meat Market,5843,-78.68200654,35.85879308,M,
3455663,04092021032,Lowes Foods #191 Deli,9600 STRICKLAND RD ,,RALEIGH,NC,27615-1937,(919) 847-5661,2000/08/01 04:00:00+00,Food Stand,5833,-78.65568512,35.90277372,M,
3455664,04092300148,Food Lion #1481 Meat Market ,7713 LEAD MINE RD ,,RALEIGH,NC,27615-4805,(919) 518-1607,2000/07/01 04:00:00+00,Meat Market,5845,-78.65972363,35.88689898,M,
3455665,04092300147,Food Lion #1484 Meat Market,2420 WYCLIFF RD ,,RALEIGH,NC,27607-2903,(919) 571-3638,2000/07/01 04:00:00+00,Meat Market,5844,-78.69299571,35.81676957,M,
3455666,04092300150,Food Lion #1374 Meat Market,9525 STRICKLAND RD ,,RALEIGH,NC,27615-1936,(919) 676-0141,2000/07/01 04:00:00+00,Meat Market,5847,-78.65461063,35.89932731,M,
3455667,04092300149,Food Lion #1557 Meat Market ,4827 Grove Barton Rd,,RALEIGH,NC,27613,,2000/07/01 04:00:00+00,Meat Market,5846,-78.71866353,35.86919666,M,
3455668,04092300151,Food Lion #1079 Meat Market,5621 Louisburg Rd,,RALEIGH,NC,27616-5353,(919) 981-0402,2000/07/01 04:00:00+00,Meat Market,5848,-78.55796941,35.85459908,M,
3455669,04092300152,Food Lion #247 Meat Market,4510 Capital Blv ,,RALEIGH,NC,27604-4353,(919) 876-8126,2000/07/01 04:00:00+00,Meat Market,5849,-78.57896431,35.84571465,M,
3455670,04092300153,Food Lion #1259 Meat Market ,3685 NEW BERN AVE ,,RALEIGH,NC,27610-1232,(919) 231-7294,2000/07/01 04:00:00+00,Meat Market,5850,-78.5792389,35.79885066,M,
3455671,04092300155,Food Lion #586 Meat Market ,3416 POOLE RD ,,RALEIGH,NC,27610-2918,,2000/07/01 04:00:00+00,Meat Market,5852,-78.57953442,35.76724484,M,
3455672,04092300156,Food Lion #1654 Meat Market,7440 Louisburg Rd ,,RALEIGH,NC,27616-6482,(919) 875-1394,2000/07/01 04:00:00+00,Meat Market,5853,-78.53977075,35.87454257,M,
3455673,04092300157,Food Lion #1669 Meat Market,1601 CROSS LINK RD ,,RALEIGH,NC,27610-4186,(919) 807-1395,2000/03/15 04:00:00+00,Meat Market,5854,-78.6148089,35.7548246,M,
3455674,04092300154,Food Lion #757 Meat Market,1100-122 Raleigh Blv,,RALEIGH,NC,27610-1076,(919) 829-7077,2000/07/01 04:00:00+00,Meat Market,5851,-78.61144573,35.79422483,M,
3455675,04092300158,Food Lion #561 Meat Market,217 TIMBER DR ,,GARNER,NC,27529-4870,(919) 779-5551,2000/07/01 04:00:00+00,Meat Market,5855,-78.60613274,35.68500311,M,
3455676,04092300193,Food Lion #669 Meat Market,405 S Main St ,,ROLESVILLE,NC,27571-9664,,2000/07/01 04:00:00+00,Meat Market,5856,-78.46472902,35.91731905,M,
3455677,04092300160,Food Lion #815 Meat Market ,2837 WENDELL Blv ,,WENDELL,NC,27591-6904,(919) 365-3002,2000/07/01 04:00:00+00,Meat Market,5857,-78.38037272,35.79568491,M,
3455678,04092300162,FOOD LION #341 MEAT MARKET,114 WAKELON ST ,,ZEBULON,NC,27597-2403,(919) 269-6122,2000/07/01 04:00:00+00,Meat Market,5859,-78.31858232,35.83228581,M,
3455679,04092300163,Food Lion #1573 Meat Market,3926 WESTERN BLVD ,,RALEIGH,NC,27606-1937,(919) 664-8059,2000/07/01 04:00:00+00,Meat Market,5860,-78.69252396,35.78575692,M,
3455680,04092300164,Food Lion #1454 Meat Market,3415 Avent Ferry Rd ,,RALEIGH,NC,27606,(919) 858-9772,2000/07/01 04:00:00+00,Meat Market,5861,-78.69720796,35.76626192,M,
3455681,04092300165,Food Lion #1491 Meat Market,3151-113 Capital Blv ,,RALEIGH,NC,27604-3335,(919) 790-6728,2000/07/01 04:00:00+00,Meat Market,5862,-78.59044224,35.82314249,M,
3455682,04092300167,Food Lion #434 Meat Market,1338 N MAIN ST ,,FUQUAY VARINA,NC,27526-2617,,2000/07/01 04:00:00+00,Meat Market,5864,-78.77764161,35.59047463,M,
3455683,04092300166,Food Lion #572 Meat Market ,8320-120 LITCHFORD RD ,,RALEIGH,NC,27615-2464,(919) 790-8146,2000/07/01 04:00:00+00,Meat Market,5863,-78.59988047,35.89223606,M,
3455684,04092300168,Food Lion #1589 Meat Market ,3417 N MAIN ST,,FUQUAY VARINA,NC,27526-7257,(919) 557-0555,2000/07/01 04:00:00+00,Meat Market,5865,-78.72588545,35.62516146,M,
3455685,04092300170,Food Lion #649 Meat Market ,2720 LAKE WHEELER RD ,,RALEIGH,NC,27603-5861,(919) 755-3856,2000/07/01 04:00:00+00,Meat Market,5867,-78.68034205,35.74406085,M,
3455686,04092300173,Food Lion #727 Meat Market ,900 NE MAYNARD RD ,,CARY,NC,27513-4163,(919) 460-6274,2002/06/18 04:00:00+00,Meat Market,5868,-78.76838418,35.80043542,M,
3455687,04092300171,Food Lion #40 Meat Market ,980 KILDAIRE FARM RD ,,CARY,NC,27511-3923,(919) 467-4168,2000/07/01 04:00:00+00,Meat Market,5870,-78.78312285,35.77217517,M,
3455688,04092300175,Food Lion #1496 Meat Market ,1777 W Williams ST ,,APEX,NC,27502,,2000/07/01 04:00:00+00,Meat Market,5872,-78.87770732,35.75964659,M,
3455689,04092300176,Food Lion #816 Meat Market,2861 JONES FRANKLIN RD ,,RALEIGH,NC,27606-4346,(919) 233-9708,2000/07/01 04:00:00+00,Meat Market,5873,-78.7377362,35.74360868,M,
3455690,04092300177,Food Lion #996 Meat Market,7971 FAYETTEVILLE RD ,,RALEIGH,NC,27603-5631,(919) 772-0317,2000/07/01 04:00:00+00,Meat Market,5874,-78.6974243,35.66508436,M,
3455691,04092300179,Food Lion #624 Meat Market ,2458 SW CARY PKY ,,CARY,NC,27513-5318,(919) 481-1822,2000/07/01 04:00:00+00,Meat Market,5876,-78.82085568,35.76364284,M,
3455692,04092011980,Remington Grill,208 CROSSROADS BLVD,,CARY,NC,27511-6892,(919) 233-1494,1996/12/11 05:00:00+00,Restaurant,5902,-78.73871469,35.76064643,M,
3455693,04092010685,St. Augustine's University Cafeteria,1315 Oakwood Ave ,,RALEIGH,NC,27610-2247,(919) 516-4000,1991/10/17 04:00:00+00,Restaurant,5945,-78.61949239,35.78808817,M,
3455694,04092300178,Food Lion #723 Meat Market ,7053 Us 64 Hwy E,,KNIGHTDALE,NC,27545-8800,(919) 266-5164,2000/07/01 04:00:00+00,Meat Market,5875,-78.42302369,35.80678552,M,
3455695,04092110055,Carnage Middle Cafeteria,1425 CARNAGE DR,,RALEIGH,NC,27610-3909,(919) 856-7600 ext. 22107,1991/10/16 04:00:00+00,Public School Lunchrooms,5991,-78.6272654,35.76198667,M,
3455696,04092110083,West Lake Elem. Sch. Cafeteria,4500 W LAKE RD,,APEX,NC,27539-7655,(919) 662-2314,1991/08/21 04:00:00+00,Public School Lunchrooms,5966,-78.76184994,35.66034086,M,
3455697,04092110031,Hunter Elementary Cafeteria,1018 E DAVIE ST,,RALEIGH,NC,27601-1624,(919) 856-7676 ext. 21036,1991/10/16 04:00:00+00,Public School Lunchrooms,5993,-78.62331049,35.77426384,M,
3455698,04092110062,Knightdale Elem. Sch. Cafeteria,109 RIDGE ST ,,KNIGHTDALE,NC,27545-8996,(919) 266-8540 ext. 21663,1991/10/16 04:00:00+00,Public School Lunchrooms,5994,-78.4779131,35.78387508,M,
3455699,04092110035,Carroll Middle Sch.Cafeteria,4520 SIX FORKS RD ,,RALEIGH,NC,27609-5710,(919) 881-1370 ext. 23040,1991/09/17 04:00:00+00,Public School Lunchrooms,6036,-78.64084555,35.84306958,M,
3455700,04092110036,Douglas Elem Sch Cafeteria,600 ORTEGA RD ,,RALEIGH,NC,27609-5957,(919) 881-4894 ext. 23195,1991/09/17 04:00:00+00,Public School Lunchrooms,6038,-78.62924856,35.83993649,M,
3455701,04092050004,Friendship Christian Sch. Cafeteria,5510 FALLS OF NEUSE RD ,,RALEIGH,NC,27609-4760,(919) 872-2133,1991/09/17 04:00:00+00,Private School Lunchrooms,6037,-78.61430473,35.85708216,M,
3455702,04092012252,Jacks Seafood Restaurant,1516 NEW BERN AVE ,,RALEIGH,NC,27610-2536,(919) 755-1551,1998/06/02 04:00:00+00,Restaurant,6056,-78.61632082,35.77973525,M,
3455703,04092110010,Apex Middle School Cafeteria,400 E MOORE ST ,,APEX,NC,27502-1927,(919) 387-2194,1991/09/17 04:00:00+00,Public School Lunchrooms,6087,-78.84784983,35.72575302,M,
3455704,04092110057,Millbrook Sr. High Cafeteria,2201 SPRING FOREST RD ,,RALEIGH,NC,27615-7536,(919) 850-8796,1991/09/17 04:00:00+00,Public School Lunchrooms,6077,-78.60299973,35.86585707,M,
3455705,04092110007,Briarcliff Elementary Cafeteria,1220 POND ST,,CARY,NC,27511-4418,(919) 460-3450,1991/09/17 04:00:00+00,Public School Lunchrooms,6088,-78.7882661,35.76866702,M,
3455706,04092110012,Cary Senior High Cafeteria,638 WALNUT ST,,CARY,NC,27511-4224,(919) 460-3549 ext. 21834,1991/09/17 04:00:00+00,Public School Lunchrooms,6090,-78.76625093,35.7715101,M,
3455707,04092110033,Morrisville Elementary Cafeteria,1519 MORRISVILLE Pky,,MORRISVILLE,NC,27560-9376,(919) 460-3400 ext. 21783,1991/09/17 04:00:00+00,Public School Lunchrooms,6093,-78.84656691,35.81141483,M,
3455708,04092110005,Farmington Woods Elem. Cafeteria,1413 HAMPTON VALLEY RD ,,CARY,NC,27511-4548,(919) 460-3476,1991/09/17 04:00:00+00,Public School Lunchrooms,6092,-78.77459893,35.75793869,M,
3455709,04092110006,Adams Elementary Cafeteria,805 CARY TOWNE BLVD,,CARY,NC,27511-4255,(919) 460-3431,1991/09/17 04:00:00+00,Public School Lunchrooms,6094,-78.76166085,35.77739517,M,
3455710,04092010405,Kanki Japanese House Of Steaks,4500 Old Wake Forest RD ,,RALEIGH,NC,27609-6235,(919) 876-4157,1991/05/08 04:00:00+00,Restaurant,6119,-78.60995698,35.8419524,M,
3455711,04092010520,Hilton North Raleigh Foodservice,3415 WAKE FOREST RD ,,RALEIGH,NC,27609-7316,(919) 872-2323,1991/05/08 04:00:00+00,Restaurant,6127,-78.6205969,35.82973066,M,
3455712,04092010663,Siemens Cafeteria,7000 SIEMENS RD ,,WENDELL,NC,27591-8309,(919) 365-2491,1991/05/02 04:00:00+00,Restaurant,6148,-78.39510622,35.81453891,M,
3455713,04092010682,Southeastern Freewill Bapt.College Cafeteria,532 EAGLE ROCK RD ,,WENDELL,NC,27591-9072,(919) 365-7711 ext. 123,1991/05/02 04:00:00+00,Restaurant,6151,-78.4158942,35.79771715,M,
3455714,04092010018,Angus Barn,9401 Glenwood AVE ,,RALEIGH,NC,27628,(919) 781-2444,1991/05/03 04:00:00+00,Restaurant,6155,-78.76417626,35.89836431,M,
3455715,04092010133,Casa Carbone,6019-A Glenwood Ave ,,RALEIGH,NC,27612,(919) 781-8750,1991/05/03 04:00:00+00,Restaurant,6165,-78.70153994,35.85400324,M,
3455716,04092010138,Char-Grill,3211 EDWARDS MILL RD ,,RALEIGH,NC,27612-5367,(919) 781-2945,1991/05/06 04:00:00+00,Restaurant,6167,-78.70580387,35.82555466,M,
3455717,04092010174,Marriott Courtyard Crabtree Restaurant,3908 ARROW DR ,,RALEIGH,NC,27612-4657,(919) 782-6868,1991/05/06 04:00:00+00,Restaurant,6171,-78.67369538,35.834925,M,
3455718,04092010154,China Star,3201-101 EDWARDS MILL RD ,Ste 101,RALEIGH,NC,27612-5385,(919) 781-1448,1991/05/06 04:00:00+00,Restaurant,6169,-78.70695545,35.82544758,M,
3455719,04092020040,Circle K # 8621,4400 Louisburg Rd,,RALEIGH,NC,27616-4335,(919) 790-9099,1991/05/07 04:00:00+00,Food Stand,6188,-78.57305841,35.84254766,M,
3455720,04092012824,Wang's Kitchen,1601-41 CROSS LINK RD ,,RALEIGH,NC,27610-4186,(919) 832-0706,1998/10/21 04:00:00+00,Restaurant,6194,-78.6148089,35.7548246,M,
3455721,04092013309,Bojangles #27,3920 Jones Sausage RD ,,GARNER,NC,27529,(919) 662-1621,2001/04/23 04:00:00+00,Restaurant,6209,-78.58008566,35.72686093,M,
3455722,04092013229,Sushi & Thai Restaurant,2434 WYCLIFF RD,,RALEIGH,NC,27607-2903,(919) 789-8180,2000/11/09 05:00:00+00,Restaurant,6230,-78.69299571,35.81676957,M,
3455723,04092013232,Nakato Express,1262 NW Maynard Rd ,,CARY,NC,27513,(919) 463-7677,2000/11/08 05:00:00+00,Restaurant,6233,-78.80932559,35.78486593,M,
3455724,04092013250,Cafe Carolina #1,401 DANIELS ST ,,RALEIGH,NC,27605-1314,(919) 821-7117,2000/12/20 05:00:00+00,Restaurant,6251,-78.66157289,35.79001283,M,
3455725,04092013256,Mack's Mart,7526 Knightdale BLVD E,,KNIGHTDALE,NC,27545,(919) 266-1509,2000/12/19 05:00:00+00,Restaurant,6248,-78.47552002,35.79852783,M,
3455726,04092021046,Specialty South Commissary,3200 Gresham Lake Rd,Ste 117,RALEIGH,NC,27615,(919) 855-8548,2001/01/11 05:00:00+00,Food Stand,6264,-78.58228724,35.88437057,M,
3455727,04092013252,MacGregor Draft House,107 Edinburgh SOUTH DR ,Suite 120,CARY,NC,27511,(919) 461-1633,2001/01/02 05:00:00+00,Restaurant,6253,-78.79806693,35.73669743,M,
3455728,04092110125,Green Hope Elementary Cafeteria,2700  Louis Stephens RD ,,CARY,NC,27519,(918) 338-5285,2000/08/11 04:00:00+00,Public School Lunchrooms,6273,-78.85985199,35.80278467,M,
3455729,04092013271,Hayes Barton Cafe & Dessertery,2000 FAIRVIEW RD ,,RALEIGH,NC,27608-2316,(919) 856-8551,2001/01/24 05:00:00+00,Restaurant,6289,-78.64632273,35.80453192,M,
3455730,04092013354,Abbotswood Assisted Living Dining Services,7900 CREEDMOOR RD,,RALEIGH,NC,27613-4382,(919) 847-3202,2001/07/06 04:00:00+00,Restaurant,6312,-78.67951071,35.89544915,M,
3455731,04092013357,Springmoor Dietary Dept.,1500 SAWMILL RD,,RALEIGH,NC,27615-4320,(919) 848-7092,2001/07/06 04:00:00+00,Restaurant,6313,-78.67552154,35.8839559,M,
3455732,04092013342,Las Palmas III,9820 - 170 Leesville Rd ,,RALEIGH,NC,27613,(919) 845-4779,2001/06/13 04:00:00+00,Restaurant,6303,-78.72831743,35.90722226,M,
3455733,04092013325,Harris Teeter #90 Deli,13210 STRICKLAND RD ,,RALEIGH,NC,27613-7536,(919) 676-0589,2001/07/02 04:00:00+00,Restaurant,6308,-78.72593594,35.90878681,M,
3455734,04092021088,Lowes Foods #185 Produce,1845 AVERSBORO RD ,,GARNER,NC,27529-4836,(919) 779-9907,2001/08/31 04:00:00+00,Food Stand,6370,-78.61583865,35.68506427,M,
3455735,04092021080,Domino's Pizza #5505,1367 SE Maynard,,CARY,NC,27511,(919) 469-1115,2001/07/12 04:00:00+00,Food Stand,6327,-78.76385822,35.78883293,M,
3455736,04092010593,Adventure Landing,3311 Capital BLVD ,,RALEIGH,NC,27604-3339,(919) 872-1688,1991/05/02 04:00:00+00,Restaurant,6428,-78.58785441,35.82525799,M,
3455737,04092020122,Han-Dee Hugo's #41,103 SW MAYNARD RD,,CARY,NC,27511-4401,(919) 467-8963,1991/05/06 04:00:00+00,Food Stand,6443,-78.78225469,35.77096943,M,
3455738,04092110127,Fred Olds Elementary Cafeteria,204 Dixie Trail ,,RALEIGH,NC,27607,(919) 856-7769 ext. 20963,2001/08/13 04:00:00+00,Public School Lunchrooms,6485,-78.67501338,35.79372175,M,
3455739,04092021092,Food Lion #2534 Deli,13200 New Falls of Neuse Rd,,RALEIGH,NC,27614-8239,(919) 562-8912,2001/09/14 04:00:00+00,Food Stand,6488,-78.55982173,35.94075522,M,
3455740,04092021091,BJ's Warehouse Club #123 (Foodstand - MM Area),8811 Brier Creek Pky ,,RALEIGH,NC,27616,(919) 806-5000,2001/09/07 04:00:00+00,Food Stand,6493,-78.78753234,35.90154998,M,
3455741,04092110128,Washington Elem. School Cafeteria,1000 FAYETTEVILLE ST ,,RALEIGH,NC,27601-2525,(919) 856-7960 ext. 26607,2001/09/19 04:00:00+00,Public School Lunchrooms,6496,-78.64381097,35.76731718,M,
3455742,04092013400,Woodland Terrace Independent Living Foodservices,300 KILDAIRE WOODS DR ,,CARY,NC,27511-7708,(919) 465-0356,2001/09/05 04:00:00+00,Restaurant,6499,-78.77900843,35.76613693,M,
